VariableId,Name,CategoryName,Definition
61264,Achievement of data resource management objectives: Standards,Data resource management success,Standard setting and enforcement objectives.
61265,Achievement of data resource management objectives: Data,Data resource management success,Enhanced data sharing and reduced data redundancy objectives.
61267,Production cost advantage,,"The degree to which an external service provider is perceived to have advantage in production cost economies over an internal bureaucratic management with respect to information systems (IS) services: hardware costs, software costs, and cost of information systems personnel."
61268,Transaction costs,,"The effort, time, and costs incurred in searching, creating, negotiating, monitoring, and enforcing a service contract between buyers and suppliers."
61271,Perceived financial slack,Financial slack,Perceived amount of the excess budgetary and funding resources available for information technology investment.
61274,Functional perspective,Degree of information systems outsourcing,"The degree of reliance on external service-providers for information systems functions and banking applications, specifically the extent of outsourcing across eight different functions such as planning, security, communications, etc."
61276,Asset specificity,,
61277,Supplier presence,,
61284,Inventory locator service use,,How extensively participants use inventory locator service to locate suppliers and repair agencies.
61285,Impact of inventory locator service on prices,Impact of inventory locator service on purchasing process,
61286,Extent of usage of brokers,Impact of inventory locator service on purchasing process,
61287,Inventory levels,Impact of inventory locator service on purchasing process,
61288,Competition,Impact of inventory locator service on purchasing process,
61289,Quality,Impact of inventory locator service on purchasing process,
61290,Satisfaction,,Participant's satisfaction with the idea generation process.
61291,Time,,Whether participants felt they had sufficient time in the idea generation session.
61300,Technical skills of the information systems unit,,"General, explicit skills (e.g., programming), possessed by the firm's information technology staff that are needed to develop information technology applications."
61301,Generic information technologies,,The set of well-known hardware and software technologies that can be purchased from outside suppliers.
61303,Manager knowledge,Shared knowledge,Perceptions about shared knowledge from the customer side of the customer service and information technology relationship.
61304,Line manager knowledge,Shared knowledge,Perceptions about shared knowledge from the information technology side of the customer service and information technology relationship.
61305,Customer service performance,Customer service performance,
61306,Self-rated performance,Customer service performance,
61308,Flexibility of the information technology infrastructure,,Flexibility of a shared set of capital resources that provide the foundation on which specific information technology applications are built.
61309,Service climate,,"The employee's perceptions of the practices, procedures, and behaviors that are expected, supported, and rewarded, with regard to customer service."
61409,Escalation frequency,,"The frequency of  ""troubled projects which continued to receive resources even though you thought the project should have been  discontinued or redirected."""
61466,Product preference,,Participants distribution of 100 points depending on the degree to which they preferred each individual product between a pair of products.
61510,Collaborative elaboration usage,,"The degree to which the client-developer dialog included collaborative elaboration techniques such as assumptions surfacing, examining alternative perspectives, and understanding alternative cause-effect links."
61511,Cooperative interdependence,,The extent to which the tasks that clients and developers were expected to complete in preparation for the meeting had in fact been completed.
61512,Client learning,,"The clients' acquisition of new knowledge that causes changes in requirements that reflect an enhanced understanding of the technology, organizational, and work environment in which the system will operate."
61513,Short-term outcomes,Information systems design phase outcomes,Clients' ratings of the quality of the prototype that the developers generated.
61514,Long-term outcomes,Information systems design phase outcomes,"The degree to which the design effort had increased the client's understanding of their and their end-users' work needs, business problems, characteristics of particular information technologies, and project management."
61516,Developer communication quality,,"The quality of the developers'command of the language, sensitivity to others' needs, attentiveness, and listening."
61676,Autonomy,,"The degree to which the job provides substantial freedom, independence and discretion in scheduling the work and in determining the procedures to be used in carrying it out."
61677,Qualitative overload,Overload,When employees perceive assigned work as exceeding their capability or skill level.
61678,Quantitative overload,Overload,People's perception that they cannot do something because of limitations imposed by their environment such as time or accessibility to a resource.
61680,Trying to innovate with information technology,,A user's goal of finding new uses of existing workplace information technologies.
61681,Applications for personal use,Utilitarian outcomes,The extent to which using a personal computer enhances the effectiveness of household activities.
61683,Utility for children,Utilitarian outcomes,The extent to which using a personal computer enhances the children's effectiveness in completing homework and other activities.
61684,Utility for work-related use,Utilitarian outcomes,The extent to which using a personal computer enhances the effectiveness of performing work-related activities.
61685,Applications for fun,Hedonic outcomes,The pleasure derived from personal computer use.
61686,Status gains,Social outcomes,The increase in prestige that coincides with the purchase of a personal computer for home use.
61689,Friends and family influences,Normative beliefs,The extent to which friend and family influence one another's behavior to use a personal computer.
61691,Secondary sources' influences,Normative beliefs,"The extent to which information from television, newspaper, and other secondary sources influences behavior."
61692,Workplace referents' influences,Normative beliefs,The extent to which coworkers influence behavior to use a computer.
61693,Fear of technological advances,Control beliefs,The extent to which rapidly changing technology is associated with fear of obsolescence or apprehension regarding a personal computer purchase.
61694,Declining cost,Control beliefs,The extent to which the cost of a personal computer is decreasing in such a way that it inhibits adoption.
61695,Cost,Control beliefs,The extent to which the current cost of a personal computer is too high.
61696,Perceived ease of use,Control beliefs,The degree to which using the personal computer is free from effort.
61697,Requisite knowledge,Control beliefs,The individual's belief that he/she has the knowledge necessary to use a personal computer.
61698,Behavioral intention,,Respondents' intention to purchase a personal computer.
61725,Importance,,Importance of the system to the business unit.
61727,Use of system,,Perceived number of accesses to the system by the manager's department.
61728,Source code quality,Technical quality,How easily the source code can be understood and maintained.
61729,Data quality and reliability,Technical quality,The degree to which its data is accurate.
61730,Reliability,Technical quality,How well a system performs its expected function.
61731,Ease of use,Technical quality,Ease of learning and use of a system.
61732,Output quality - screen and reports,Technical quality,
61760,Interdependence,,The overall or average level of interdependence among all plants of an organization.
61761,Customization,,The changes to the enterprise resource planning system to meet the needs of an individual plant.
61763,Task efficiency,,Whether there were more efficient internal business processes.
61764,Coordination improvements,,Whether there was better coordination between different units of the firm.
61765,Data quality,,
61766,Local (plant) level overall benefits,,The overall business impact of enterprise resource planning on that plant.
61807,Organizational support,,The organizational support for telecommunications.
61812,Steering committee tasks,,Telecommunications steering committees' major tasks identified by the respondents.
61813,Improvement of decision making,User satisfaction with information center,
61814,Quality of technological environment,User satisfaction with information center,
61815,Quality of technical assistance,User satisfaction with information center,
61816,Quality of applications,User satisfaction with information center,
61817,Relation with information center personnel,User satisfaction with information center,
61818,User autonomy,User satisfaction with information center,
61901,User representativeness,,The extent to which users perceived they had been consulted and their views incorporated into the system.
61902,Management support,,The end users' perception of management support.
61903,Prior system expectations,,The user's assessment of the worth of the system once it is fully operational prior to implementation.
61904,Post system expectations,,The user's assessment of the worth of the system once it is fully operational post-implementation.
61905,Previous experience with computers,,
62220,Job performance evaluations,,Supervisor ratings of each of their employees on 21 qualities.
62500,Firm's reach,Information technology infrastructure capability,The business scope of reach of firm-wide information technology infrastructure.
62502,Firm range,Information technology infrastructure capability,The business scope range of firm-wide information technology infrastructure.
62749,Tangible benefits,First non-information technology job,The extent to which individuals perceive the job rotation as providing immediate or expected personal rewards worth the effort.
62750,Existing information technology skills,First non-information technology job,The extent to which former information technology professionals felt the broader skills they had acquired while in information technology would help them succeed in their unit jobs.
62753,Perceived risks,First non-information technology job,The overall risk that participants had taken in moving to a non-information technology job.
62760,Relationships,Characteristics of organization,Strength of relationships between business areas and the information technology department.
62764,Status differences,Characteristics of organization,Importance of the perceived status differences between information technology and line jobs.
62766,Desirability of information technology skills,Characteristics of organization,The need for information technology skills in the business units.
62767,Formal transfer program or champion for transfers,Characteristics of organization,Formal career planning programs and senior management support for information technology-to-business unit transfers.
62768,Career expectations and motivations,Individual characteristics,
62773,Affiliation with the information technology profession,Individual characteristics,
62779,Dissatisfaction,Individual characteristics,The extent to which participants feel a certain dissatisfaction with the present situation with the information technology job.
62783,Preparation for a move,Individual characteristics,Conscious planning on the part of individuals in preparation for future moves out of information technology.
62785,Supportive role of mentors and friends,Transition period,Whether participants had people they could talk to about the job opportunity and about problems encountered after they moved.
62822,Financial slack,,"Available financial slack, potential financial slack, and perceived financial slack."
80423,Likelihood of interactive decision aids advice acceptance,,
80424,Transparency,,
80487,Intention to continue using the agile IS,,
80488,Intention to use future features,,
80489,Satisfaction,,
80490,Confirmation,,
80491,Perceived usefulness,,
80492,Perceived ease of use,,
80493,Social influence,,
80494,Facilitating conditions,,
80495,Comfort with change,,
80496,Consitency with user knowledge,,
80497,Habit,,
80498,Personal innovativeness,,
80595,Indirect cue elicitation,,"Items to elicit cues in the following categories: complexity, engagement, plausibility, uncertainty, cooperativeness, anxiety, affect, and suspicion."
80756,Geographic dispersion,,
80762,Group-level technological support,,"To what extent a teams technological infrastructures supported team members communication, documentation, and decision making."
80767,Temporal dispersion,,"To what extent group members do not share 
overlapping work hours."
80774,Intra-group tie strength,,The intensity of their connection in terms of emotional closeness.
80778,Extra-group structural holes,,"The extent to which each individual occupies a structurally advantageous position, connecting otherwise unconnected people in ones extra-group social network."
80779,Use of personalized computer-mediated communication,,"The degree of use of personal electronic media, such as e-mail or instant messaging, to support individuals communication and information exchange."
80780,Use of communal computer-mediated communication,,"The degree of use of group support technology or collaboration tools 
(e.g., video/audio conferencing, group scheduling or other group collaboration software) for idea generation, problem solving, and group decision making."
80791,Perceived information quality (PIQ),,"Currency, accuracy, relevance, completeness, and reliability aspects of the data exchange."
80795,Intention to use,,Users intent to continue use of the exchange.
80797,Structural assurance,,"Ones sense of security from guarantees, 
safety nets, or other impersonal structures inherent in a specific context."
80799,Perceived identity match,,Either affirmations or repudiations of ones self-concept that are expected to follow from engaging in the behavior.
80800,Attitude toward security policy,,
80801,Perceived security risk of nonmalicious security violations,,
80802,Supplier performance,,"The extent to which the supplier has fulfilled the buyers requirements in terms of price, timeliness of delivery, input quality, and supplier flexibility."
80803,Relative advantage for job performance,,Rewards that one expects from engaging in the behavior in question.
80804,Perceived sanctions,,Punishments that one expects from engaging in the behavior in question.)
80805,Workgroup norm,,"The approval or disapproval by the functional unit (e.g., department) in which all personnel report directly to the same supervisor (or manager) and interact to complete unit tasks."
80806,Attitude toward nonmalicious security violations,,
80807,Nonmalicious security violation intention,,
80812,Satisfaction with team-generated knowledge,,
80813,Satisfaction with the process,,
80819,Firm contribution,,"A firms resource investment in the consortium, including their participation in various consortium activities (e.g., new requirement proposal, work group meetings, testing, voting, and feedback provision) as well as their promotion of the consortium and its standard."
80823,Technical resources,,A firms expertise in consortium-based standardization.
80824,Consortium management effectiveness,,"How effectively the consortium 
coordinates standard development activities."
80835,Supplier relations (SR),Information technology (IT) business value,Firm performance in supplier relations.
80836,Production and operations (PO),Information technology (IT) business value,Firm performance in production and operations.
80837,Product and service enhancement (PSE),Information technology (IT) business value,Firm performance in product and service enhancement.
80838,Sales and marketing (SM),Information technology (IT) business value,Firm performance in sales and marketing.
80839,Customer relations (CR),Information technology (IT) business value,Firm performance in customer relations.
80845,Legibility,,"Ease of navigating a scene with 
centrality of orientation."
80846,Coherence,,"The ease of grasping the organization of 
the scene."
80847,Variety,,Diversity in a scene.
80848,Mystery,,"The curiosity perceived while 
investigating a concealed landscape, 
which was unseen at first glance."
80849,Firmness,,"The structural firmness of a building, measuring the extent to which a building is firm enough to protect its residents from environmental threats such as rain, heat, or snow."
80850,Classic aesthetics,,"The visual clarity dimension of a Web site, including the following design 
attributes: aesthetic, pleasant, clean, clear, and symmetrical."
80851,Expressive aesthetics,,Users perceptions of the creativity and originality of the sites design.
80852,Cognitive appraisals,,Evaluations of an object based on beliefs and knowledge structures.
80853,Affective appraisals,,"Evaluations of an object based on emotions, feelings, and gut reactions."
80854,Perceived control,,The ability to use and to control the use of objects.
80855,Self-investment,,"The investment of an individuals energy, time, effort, and attention into objects."
80856,Psychological ownership,,The state in which individuals feel as though the target of ownership or a piece of it is theirs.
80857,Future use intention,,
80858,Computer anxiety,,
80859,Autonomy,,
80860,Qualitative overload,,
80861,Personal innovativeness,,
80862,Managerial support,,
80863,Perceived behavioral control,,
80871,Privacy concerns in the Internet,Information privacy concerns,
80872,Privacy concerns in blogs,Information privacy concerns,
80873,Trust in bloggers,Trust,
80874,Trust in information,Trust,
80875,Trust in blog service provider,Trust,
80876,Reciprocity,,"A behavioral response to perceived kindness and unkindness, where kindness comprises both distributional fairness as well as fairness intentions."
80877,Social ties,,
80878,Knowledge-sharing behaviors,,
80892,Software team response extensiveness,,"How much a software team incorporates changing requirements in system scope, input data, output data, business rules/processes, data structure, and user interfaces."
80893,Software team response efficiency,,"The relative level of time, cost, personnel, and resources needed by the software team to respond to and incorporate a given requirement change."
80894,Software team autonomy,,"The extent to which the software team had discretion, freedom, and independence in making project-related decisions, such as
choosing tools/technologies, setting goals, handling user requirement changes, and assigning personnel to the team."
80895,Software team diversity,,"The diversity and heterogeneity of team members expertise areas, skills, prior work experiences, and functional backgrounds."
80896,Software functionality,Software development performance,
80899,Perceived on-time completion,,
80900,Perceived on-budget completion,,
80904,Perceptions of Kurton's heavy-dutiness,,
80905,Perceptions of stylishness,,
80909,Internet search skills,,Participants were classified into low or high internet search skills groups based on their scores on the Internet search skills scale.
80910,Luxuriousness,,
80911,Friendliness,,
80912,Rapport,Software-as-a-service quality,"The providers ability to provide knowledgeable, caring, and courteous support (e.g., joint problem solving or aligned working styles) as well as individualized  attention (e.g., support tailored to individual needs)."
80913,Responsiveness,Software-as-a-service quality,"The providers ability to ensure that the availability and performance of the software-as-a-service-delivered application (e.g., through professional disaster recovery planning or load balancing) as well as the responsiveness of support staff (e.g., 24-7 hotline support availability) is guaranteed."
80914,Reliability,Software-as-a-service quality,"The vendors ability to perform the promised services timely, dependably, and accurately (e.g., providing services at the promised time, provision of error-free services)."
80915,Flexibility,Software-as-a-service quality,"The degrees of freedom customers have to change contractual (e.g., cancellation period, payment model) or functional/technical (e.g., scalability, interoperability, or modularity  of the application) aspects in the relationship with an software-as-a-service  vendor."
80916,Features,Software-as-a-service quality,"The degree the key functionalities (e.g., data extraction, reporting, or configuration features) and design features (e.g.,  user interface) of an software-as-a-service application meet the business requirements of a customer."
80917,Security,Software-as-a-service quality,"All aspects to ensure that regular (preventive) measures (e.g., regular security audits, usage of encryption, or antivirus technology) are taken to avoid unintentional data breaches or corruptions (e.g., through loss, theft, or intrusions)."
80918,Software-as-a-service continuance intention,,Continued information systems usage behavior.
80919,Satisfaction,,
80920,Perceived  usefulness,,
80969,Benevolence,Trust,
80970,Credibility,Trust,
80971,Discredibility,Distrust,
80972,Malevolence,Distrust,
80982,Intra-organizational information integration,,
80983,Inter-organizational information integration,,
80984,Environmental munificence,,
80985,Environmental uncertainty,,
80986,Product complexity,,
80987,Customer-oriented operational performance,,How well the focal firm meets its customers operations needs.
80992,Self-reported attachment to MovieLens,,"Participants familiarity with the new features, usefulness of the new features, and the reasons they visited MovieLens."
80993,Self-reported attachment to movie group,,"How strongly participants felt attached to MovieLens as a whole, to their movie group."
80994,Self-reported attachment to frequently seen other,,How strongly participants felt attached to a frequently seen MovieLens member.
81004,User Satisfaction,,
81016,Perceived usefulness,,The degree to which an individual thinks that using a particular system would enhance his or her job performance.
81017,Attitude toward technology,,An individuals positive or negative feeling about performing the target behavior.
81018,Behavioral intention,,Behavioral intention to continue using the system.
81026,Perceptions of specialization,Transactive memory,The extent to which group members knowledge is differentiated.
81028,Perceptions of credibility,Transactive memory,The extent to which the group works well together with few misunderstandings.
81030,Perceptions of coordination,Transactive memory,The extent to which group members trust others expertise and are comfortable taking their advice.
81036,Information technology infrastructure flexibility,,The ability of a firms information technology infrastructure to enable quick development and support of various system components.
81038,Relational knowledge,,The ability of information technology staff to communicate and work effectively with people in other functional areas.
81041,Financial performance,,A firms general financial performance over the past 3 years.
81042,Information technology performance,,Perceived information technology contribution to business outcomes.
81044,Business process performance,,Operational efficiency of inter- and intra- organizational processes.
81048,Information technology planning,,"Quality of planning for the introduction, utilization, and adjustment of information technology."
81055,Information technology coordination,,Quality of coordination on information technology issues between information technology people and users.
81059,Cognitive processing load,,The cognitive processing participants underwent when choosing paths to access the target information.
81069,Knowledge diversity,,
81072,Technology sensing,,A SSFs ability to sense its environment and assimilate knowledge related to new technical opportunities.
81073,Experiementation,,The degree of a SSFs engagement in trial and error learning leading to transformation and exploitation of new knowledge.
81074,Competing on the Edge: Strategy as Structured Chaos,,Forces on a SSF from its customers in areas related to technologies adoption.
81078,Interpersonal care,Process,The percent of affirmative responses to questions related to the patients experience at the hospital relative to interpersonal issues.
81079,Base radicalness,Perceived radicalness,
81080,Process radicalness,Perceived radicalness,
81081,Services radicalness,Perceived radicalness,
81084,Technical protocols of care,Process,Whether specific cardio-related activities are carried out and the frequency with which they occur.
81086,Patient loyalty,Outcome,Patients loyalty to the hospital and overall satisfaction with their health-care experience.
81095,Team learning climate,,
81096,Intention to explore,,Individuals intention to explore new technology.
81097,Team empowerment climate,,
81104,Perceived usefulness,,
81109,Goal commitment,,An individuals determination to achieve a goal.
81110,Willingness to continue a troubled software project,,
81117,Operational performance,Firm performance,"The extent to which the focal firm exceeded its main competitors in productivity, profitability, and financial indicators in the past three years."
81128,Contract specificity,,The explicitness of details specified for coordinating the relationship between the client and vendor.
81129,Contract specificity,,The explicitness of details specified for coordinating the relationship between the client and vendor.
81130,Mechanistic governance,,"How closely clients and vendors follow the specified contract very closely, in a mechanistic fashion, by not allowing for any deviations from the prespecified outcomes and procedures."
81131,Relational governance,,"The amount clients and vendors rely on their ongoing relationship and mutual trust for deciding about emergent operational situations, rather than following the contract very closely."
81132,Information system development quality performance,,The achievement of specified quality standards for the developed software.
81133,Information system development cost performance,,The appropriate cost savings and financial performance realized for the client through the systems development project.
81134,Knowledge integration,,
81135,Knowledge stickiness,,
81141,Actualized benefits,,
81142,Trust in information technology services provider,,
81143,Training,,
81144,Trial,,
81145,Social influence,,
81150,Market performance,Firm performance,The success of the firm in entering new market and in bringing new products or services to the market as compared to its main competitors in the past three years.
81151,Information technology support for innovative differentiation strategy,Information technology support for competitive strategies,"The extent of information technology use in improving the capability of new product development, shortening innovation cycle, and facilitating business process innovation."
81152,Information technology support for market differentiation strategy,Information technology support for competitive strategies,"The extent to which IT is used to enrich marketing strategies, enhance the capability of sales, and identify unmet requirements."
81153,Information technology support for low cost strategy,Information technology support for competitive strategies,"The extent to which IS are used in decreasing the cost of inventory, purchase, and customer service."
81156,Relational norms,,"Relational norms were conceptualized in terms of communication and sharing of information, trust, dependence, and cooperation."
81159,Information technology support for market-access competencies,Information technology support for core competencies,"The extent to which information systems are used in facilitating customer inquiries, analyzing customer information, and identifying potential customers."
81160,Information technology support for integration competencies,Information technology support for core competencies,"The extent of information technology use in reengineering business processes, improving process flexibility, and support supply chain integration."
81161,Information technology support for functionality-related competencies,Information technology support for core competencies,The extent to which information systems increase the speed of critical business processes.
81162,Verifiable process performance,,"Verifiables process performance assess service delivery on a host of verifiable aspects of service such as system uptime, 
implementation and service costs, and improved customer service provided by the software-as-a-service (SaaS)."
81165,Information technology strategic planning capability,Information technology capabilities,"The sophistication of the information technology planning process, such as considering the effects  of information technology on a firms business strategies, analyzing deliberately the opportunity of information technology-based competitive advantage, selecting the appropriate IS planning methodology, aligning information systems strategy with business strategy, and setting proper prioritization of the information technology application  portfolio."
81166,Expectation of continued interaction,,The expectation of future partnership with clients and investment in future needs of clients.
81167,Information technology development capability,Information technology capabilities,The ability of developing and implementing information systems that satisfy business needs in a cost-effective and controlled manner.
81168,Information technology use capability,Information technology capabilities,"The ability to effectively use information technology functionalities, such as understanding why IS are used, knowing what information technology functionalities are available, and being familiar with how to use these information technology functionalities."
81169,Information technology management capability,Information technology capabilities,"The ability to manage information technology-related issues such as information technology asset and cost, information technology staff development, and vendor relationships."
81170,Physical information technology infrastructure,Information technology resources,"Tangible information technology resources comprising physical information technology infrastructure such as hardware, software, network, and data."
81171,Uncertainty,,"The problems in estimating personalized service to end users, compatibility with client applications, scalability with future needs of client service requirements from end users, and unexpected problems in deployment, leading to delays in service 
rollout and uncertain implementation period."
81173,Technical information technology resource,Information technology resources,"Information technology professionals who possess technical skills, knowledge, and experiences."
81174,Partnership with key software vendors,,
81176,Managerial information technology resource,Information technology resources,Governance structure of the information technology function and information technology professionals who possess managerial skills.
81177,Relational information technology resource,Information technology resources,"Social capital arising from relationships between information technology function and other parties, including internal business functions and external vendors and consultants."
81178,Environmental dynamism,,The speed of change in products/services and technologies and the difficulty in predicting rival actions and customer requirements.
81179,Goal expectations,Contractual governance,The extent to which outsourcing objectives and goals have been  agreed to and explicitly included up  front in the business process outsourcing contract.
81180,Activity expectations,Contractual governance,The degree of detailed and precisely  defined business process outsourcing service levels.
81181,Contractual flexibility,Contractual governance,The ability to adjust quickly and easily to  uncertainties and contingencies that  emerge.
81182,Information exchange,Relational governance,Extent of proactive sharing or exchange  of meaningful and timely information  between business process outsourcing partners.
81183,Trust,Relational governance,"Degree of expectation that the business process outsourcing exchange partner will act predictably,  fulfill agreed obligations, and behave  fairly even if opportunism is possible."
81184,Business process outsourcing satisfaction,,
81193,Confict resolution,Relational governance,Extent of amicable agreement and joint  resolution among business process outsourcing partners in  conflict situations.
81202,Perceived usefulness,,
81203,Perceived ease of use,,
81204,Arousal quality,Perceived affective quality,
81205,Perceived affective quality,Sleep quality,
81206,Perceived affective quality,Pleasant quality,
81207,Perceived affective quality,Unpleasant quality,
81213,Financial risk,,"The extent of financial risk the software development outsourcing (SDO) project 
poses to the vendor."
81215,Requirements instability,,
81216,Technological complexity,,
81217,Trusting beliefs,,
81218,Intention to reuse,,
81220,Inadequacy of trained personnel,,
81221,Subjective performance,,"The extent to which the completed project showed control over project costs and duration and adhered to control and audit 
standards."
81224,Organizational support for information technology,,The degree to which the organization supports the information technology (IT) department and IT initiatives.
81225,Chief information officer supply-side leadership,,The degree to which the CIO leads the information technology (IT) department to deliver the required IT services across the organization.
81226,Chief information officer (CIO) demand-side leadership,,The degree to which the CIO is recognized as an effective business leader within the organization.
81227,Information technology contribution to firm efficiency,,"The extent that information technology contributes to organizational 
efficiency."
81228,Information technology contribution to strategic growth,,The extent that information technology contributes to organizational strategic growth.
81240,Disposition to trust,,Ones consistent willingness to believe and depend on others across many different contexts and situations.
81241,Risk beliefs,,
81242,Suspicion of humanity,,"The general assumption that other people 
are not well meaning."
81243,Web experience,,Ones experience with the communicative network used in the phishing attack.
81246,Utilitarian value,,Users cognitive evaluation of the utility of using an social virtual world service in terms of purpose fulfillment and problem solving.
81247,Hedonic value,,"Users positive emotions or feelings (e.g., fun and playfulness) that are derived from the appreciation of an experience for its own sake, rather than from task completion."
81248,Relational capital,,"The level of trust, respect, and friendliness that characterize the interpersonal relationships between an individual and his or her peers."
81249,Personalization,,The extent to which a system has been modified by a user to suit his or her own needs.
81250,Learning,,"The amount of time and effort that has been spent by a user to learn the routines, procedures, and features of a particular service.In the online service context, learning costs reflect investments sunk into becoming familiar with, and acquiring skills required by, an online service."
81251,Satisfaction,,A customers favorable feelings toward a particular service and has long been found to be an important factor affecting the continuance intention of using information technology applications.
81252,Affective commitment,,The psychological state of a user demonstrating an affective and emotional attachment to the service.
81253,Calculative commitment,,The user determines that the costs associated with terminating his or her use of a service or switching to another one are too high.
81254,Continuance intention,,
81268,Task significance,,The extent to which a job has impact on the lives of people in an organization or society in general.
81269,Task identity,,The extent to which a job involves completing a whole identifiable outcome.
81270,Skill variety,,The extent to which a job requires the use of different talents.
81271,Autonomy,,The extent to which a job provides the employee with discretion to choose how the work is done and to set the schedule for completing the work activities.
81272,Feedback,,The extent to which carrying out the work activities provides the employee with clear information about his or her performance.
81274,Job satisfaction,,The extent of positive emotional response to the job resulting from an employees appraisal of the job as fulfilling or congruent with the individuals values.
81280,Intention to violate information security policy,,
81285,Denial of responsibility,Nuetralization,A person committing a deviant act defines himself as lacking responsibility for his/her actions.
81286,Denial of injury,Nuetralization,"Justifying an action by minimizing
the harm it causes."
81287,Condemnation of the condemners,Nuetralization,"Whether one neutralizes his or her actions
by blaming those who are the target of the action."
81288,Appeal to higher loyalties,Nuetralization,Whether one feels that they are in a dilemma that must be resolved at the cost of violating a law or policy.
81289,Defense of necessity,Nuetralization,"The justification that if the rule-breaking is viewed as necessary, one should not feel guilty when committing the action."
81290,Metaphor of the ledger,Nuetralization,"Whether an individual believes that he/she has previously performed a number of good acts and has gained a surplus of good will, and as a result of this, can afford to do some bad actions."
81291,Certainty of formal sanctions,,The employees risk of getting caught and receiving formal sanctions.
81292,Severity of formal sanctions,,The perception that severe formal sanctions took place if caught.
81293,Certainty of informal sanctions,,The employees risk of getting caught and receiving informal sanctions.
81294,Severity of informal sanctions,,The perception that severe informal sanctions took place if caught.
81295,Certainty of shame for oneself,,
81296,Severity of shame for onself,,
81298,Dehumanization,,
81299,Diffusion of responsibility,,
81300,Attribution of blame,,
81304,Concern,,
81305,Security Behavior Self-Efficacy,,
81306,Perceived Citizen Efficacy,,
81307,Subjective Norm,,
81308,Descriptive Norm,,
81309,Behavioral intent,,Participants intention to use anti-spyware software.
81310,Psychological Ownership for the Internet,,
81311,Social influence,,"The degree to which the use of an
innovation is perceived to bolster ones social standing within his or her peer group."
81312,Psychological Ownership for Own Computer,,
81313,Attitude Toward Performing Security-Related Behavior,,
81314,Intentions to Perform Security-Related Behavior,,
81315,Intentions to Perform Security-Related Behavior,,The degree to which you agree or disagree with the following statements regarding the likelihood of implementing security measures to protect your primary home computer from an attack by hackers.
81320,Security violation victim,,
81321,Media exposure,,
81322,Response efficacy,,Participants efficacy of the recommended anti-spyware response.
81323,Self-efficacy,,Participants ability to perform the recommended response.
81324,Threat severity,,Participants impressions concerning the threat severity of spyware.
81325,Threat susceptibility,,Participants impressions concerning their threat susceptibility of spyware.
81326,Attitude,,
81347,Group valence,,The groups positive/negative orientation and feeling toward the technology.
81348,Complexity of technology,,The group's perceptions about the complexity of the technology.
81353,Arousal,Emotional response,The subjective experience of energy mobilization for psychological and motor activity.
81354,Pleasantness,Emotional response,Pleasantness or unpleasantness toward the visual complexity and order design features of the webpage.
81355,Approach-avoidance behavior toward website,Online behavior,"User's behaviors toward a website, such as staying within a particular website and exploring the site deeper, or leaving the site and moving on to other sites."
81356,Task-technology fit,,The group's perceptions about the task-technology fit.
81357,Groups' adoption of the technology,,The group's strength of adoption of the technology.
81358,A priori attitude,,
81359,Transactive memory system (TMS),,Individual's rating of their teams TMS based on their interactions with others on the team.
81360,Information technology (IT) support for KM,,"Perceptions of their organizations IT support with respect to collaboration, communication, storage, search, and access of information."
81361,Intra-group conflict,,
81362,Knowledge sharing,,Individuals perceptions of the degree to which their team members share different forms of knowledge.
81363,Knowledge application,,Knowledge application within a team.
81365,Team performance,,"Quality, efficiency, and timeliness in the context of knowledge workers."
81370,Solution satisfaction,,
81371,Process satisfaction,,
81373,Perceived ease of use,,
81374,Perceived usefulness,,
81375,Intention to Adopt/use technology,,
81377,Cognitive rigidity,Propensity to resist change,
81378,Emotional reaction,Propensity to resist change,
81379,Short term focus,Propensity to resist change,
81380,Routine seeking,Propensity to resist change,
81381,Personal innovativeness with information technology (IT),,The willingness of an individual to try out any new information technology.
81383,Self-efficacy,,
81384,Awareness,Habit,
81385,Controllability,Habit,
81386,Mental efficiency,Habit,
81387,Sunk costs,Switching costs,"An individuals reluctance to cut their losses, and a tendency to justify previous commitments to a course of action (good or bad) by making subsequent commitments."
81388,Transition costs,Switching costs,Concerns about the time required to learn a new system.
81389,Affective-based inertia,Inertia,"An individual continues using a system because it would be stressful to change, because they enjoy or feel comfortable doing so, or because they have otherwise developed a strong emotional attachment to the current way of doing things."
81390,Behavior-based inertia,Inertia,"An individual persisting in using the incumbent system because this is what they
have always done in the past."
81391,Cognitive-based inertia,Inertia,"An individual consciously continues to use a system even though they are aware that it might not necessarily be the best, most efficient, or most effective way of doing things."
81392,Perceived ease of use,Attitudinal beliefs,
81393,Relative advantage,Attitudinal beliefs,Perceived relative advantages of the incumbent versus new systems.
81394,Subjective norm,Normative beliefs,
81395,Intention to use new system,,
81404,Performance expectancy,,The degree to which using a technology will provide benefits to consumers in performing certain activities.
81405,Effort expectancy,,The degree of ease associated with consumers use of technology.
81406,Social influence,,"The extent to which consumers perceive that important others (e.g., family and friends) believe they should use a particular technology."
81407,Facilitating conditions,,Consumers perceptions of the resources and support available to perform a behavior.
81408,Hedonic motivation,,The fun or pleasure derived from using a technology.
81409,Price value,,Consumers cognitive tradeoff between the perceived benefits of the applications and the monetary cost for using them.
81410,Habit,,The extent to which an individual believes the behavior to be automatic.
81414,Behavioral intention,,Participant's intention to use mobile Internet.
